2026-05-21T07:42:49Z,Hallenbad,1,220
2026-05-22T07:36:59Z,Sauna,0,25
2026-05-22T07:36:59Z,Hallenbad,10,220
2026-05-22T10:42:58Z,Sauna,4,25
2026-05-22T10:42:58Z,Hallenbad,17,220
2026-05-22T13:24:54Z,Sauna,3,25
2026-05-22T13:24:54Z,Hallenbad,37,220
2026-05-22T16:00:20Z,Sauna,3,25
2026-05-22T16:00:20Z,Hallenbad,53,220
2026-05-22T18:12:39Z,Sauna,2,25
2026-05-22T18:12:39Z,Hallenbad,31,220
2026-05-23T08:35:24Z,Sauna,0,25
2026-05-23T08:35:24Z,Hallenbad,28,220
2026-05-23T10:22:37Z,Sauna,0,25
2026-05-23T10:22:37Z,Hallenbad,27,220
2026-05-23T11:39:43Z,Sauna,0,25
2026-05-23T11:39:43Z,Hallenbad,22,220
2026-05-23T13:04:39Z,Sauna,0,25
2026-05-23T13:04:39Z,Hallenbad,32,220
2026-05-23T14:45:47Z,Sauna,0,25
2026-05-23T14:45:47Z,Hallenbad,28,220
2026-05-23T15:56:41Z,Sauna,0,25
2026-05-23T15:56:41Z,Hallenbad,19,220
2026-05-26T07:37:05Z,Sauna,0,25
2026-05-26T07:37:05Z,Hallenbad,8,220
2026-05-26T14:12:00Z,Sauna,7,25
2026-05-26T14:12:00Z,Hallenbad,43,220
2026-05-26T17:40:50Z,Sauna,0,25
2026-05-26T17:40:50Z,Hallenbad,20,220
2026-05-26T19:58:30Z,Sauna,0,25
2026-05-26T19:58:30Z,Hallenbad,10,220
2026-05-27T07:56:55Z,Sauna,0,25
2026-05-27T07:56:55Z,Hallenbad,23,220
2026-05-27T11:35:46Z,Sauna,0,25
2026-05-27T11:35:46Z,Hallenbad,15,220
2026-05-27T17:56:53Z,Sauna,1,25
2026-05-27T17:56:53Z,Hallenbad,32,220
2026-05-27T20:10:24Z,Sauna,1,25
2026-05-27T20:10:24Z,Hallenbad,11,220
2026-05-29T07:47:51Z,Sauna,0,25
2026-05-29T07:47:51Z,Hallenbad,4,220
2026-05-29T11:21:08Z,Sauna,1,25
2026-05-29T11:21:08Z,Hallenbad,11,220
2026-05-29T14:17:13Z,Sauna,1,25
2026-05-29T14:17:13Z,Hallenbad,37,220
2026-05-29T17:48:20Z,Sauna,4,25
2026-05-29T17:48:20Z,Hallenbad,21,220
2026-05-29T20:09:31Z,Sauna,1,25
2026-05-29T20:09:31Z,Hallenbad,13,220
2026-05-30T09:10:30Z,Sauna,0,25
2026-05-30T09:10:30Z,Hallenbad,22,220
2026-05-30T10:55:16Z,Sauna,0,25
2026-05-30T10:55:16Z,Hallenbad,28,220
2026-05-30T12:01:54Z,Sauna,0,25
2026-05-30T12:01:54Z,Hallenbad,38,220
2026-05-30T14:11:39Z,Sauna,0,25
2026-05-30T14:11:39Z,Hallenbad,41,220
2026-05-30T15:44:21Z,Sauna,0,25
2026-05-30T15:44:21Z,Hallenbad,29,220
2026-05-31T07:38:40Z,Sauna,0,25
2026-05-31T07:38:40Z,Hallenbad,20,220
2026-05-31T10:08:23Z,Sauna,8,25
2026-05-31T10:08:23Z,Hallenbad,49,220
2026-05-31T11:54:34Z,Sauna,3,25
2026-05-31T11:54:34Z,Hallenbad,51,220
2026-05-31T13:18:11Z,Sauna,7,25
2026-05-31T13:18:11Z,Hallenbad,68,220
2026-05-31T14:58:51Z,Sauna,3,25
2026-05-31T14:58:51Z,Hallenbad,62,220
2026-05-31T16:10:55Z,Sauna,0,25
2026-05-31T16:10:55Z,Hallenbad,18,220
2026-06-02T08:21:42Z,Sauna,0,25
2026-06-02T08:21:42Z,Hallenbad,7,220
2026-06-02T12:23:38Z,Sauna,1,25
2026-06-02T12:23:38Z,Hallenbad,8,220
2026-06-02T16:59:00Z,Sauna,6,25
2026-06-02T16:59:00Z,Hallenbad,45,220
2026-06-02T20:07:34Z,Sauna,2,25
2026-06-02T20:07:34Z,Hallenbad,14,220
2026-06-03T08:48:17Z,Sauna,5,25
2026-06-03T08:48:17Z,Hallenbad,20,220
2026-06-03T18:07:10Z,Sauna,3,25
2026-06-03T18:07:10Z,Hallenbad,50,220
2026-06-05T08:00:21Z,Sauna,1,25
2026-06-05T08:00:21Z,Hallenbad,18,220
2026-06-05T11:40:07Z,Sauna,5,25
2026-06-05T11:40:07Z,Hallenbad,41,220
2026-06-05T14:28:01Z,Sauna,3,25
2026-06-05T14:28:01Z,Hallenbad,48,220
2026-06-05T16:59:18Z,Sauna,5,25
2026-06-05T16:59:18Z,Hallenbad,59,220
